epoch,train,test
0,9.875816323007005,9.870664068646501
1,9.682658693463765,9.6710589805442
2,10.51738690553823,10.470189545539359
3,11.002497725215358,10.90800411607666
4,11.877458387829401,11.769074518251227
5,12.188630386743927,12.071235910207236
6,11.953788455617035,11.834805091193736
7,12.294279191822085,12.174251844102104
8,12.255620905127723,12.130856069379371
9,12.222735059491209,12.099757478608321
