epoch,train,test
0,9.592172239662846,9.594454648589311
1,8.842343262319531,8.849908350859524
2,8.881930382551275,8.889551366958237
3,9.000032027374274,8.929563276057655
4,9.287937257069329,9.203007351390909
5,9.577976678328112,9.482090750042056
6,9.78954815900375,9.686725309992681
7,9.849771404650523,9.743662343692927
8,9.95432502372773,9.84754220775261
9,10.052192885734195,9.945177982022528
