epoch,train,test
0,10.153364041693566,10.150488895442196
1,9.707404413415052,9.66753181239717
2,14.397305398070355,14.331519840248905
3,15.347208172591435,15.233901269873492
4,15.975561604222499,15.881865000907407
5,16.702115982085342,16.628808489849202
6,16.586227963702346,16.48838044798025
7,16.755967962440362,16.6822907114522
8,16.684227750359092,16.583351519289035
9,16.673125331293786,16.58430438321769
