learning rate,momentum,batch size,epoch,train error,test error
0.1,0,100,0,6.272672037398024,6.175118471283316
0.1,0,100,1,5.9965251194419205,5.942736142519648
0.1,0,100,2,6.149399092749793,6.113824875445226
0.1,0,100,3,6.098219810570563,6.158013063552895
0.1,0,100,4,5.546944770509365,5.507376292423322
0.1,0,100,5,5.471749620034064,5.447633458115065
0.1,0,100,6,6.076856844607973,6.238648516882597
0.1,0,100,7,5.426864241041105,5.383507935249212
0.1,0,100,8,6.322967669462696,6.516979543183406
0.1,0,100,9,5.74554057954957,5.840939592788249
0.1,0,100,10,6.093998626334052,6.184332341938789
0.1,0,100,11,5.041869050667056,5.001493127344404
0.1,0,100,12,4.834744562036813,4.821344059531349
0.1,0,100,13,4.785325058240216,4.752660183939034
0.1,0,100,14,4.891856473510673,4.9002355281906285
0.1,0,100,15,4.918661049433679,4.942355197214758
0.1,0,100,16,4.611106519047009,4.584421886148565
0.1,0,100,17,4.634071328612788,4.630946210852608
0.1,0,100,18,5.0083588635815985,5.066649139506207
0.1,0,100,19,4.577171683948894,4.662614196783002
0.1,0,100,20,4.652566951126328,4.7383281283014345
0.1,0,100,21,4.316609431042519,4.267464181820013
0.1,0,100,22,4.5143307986420895,4.499317411445472
0.1,0,100,23,4.433866993376233,4.480225215133049
0.1,0,100,24,6.225077866450858,6.506920244463039
0.1,0,100,25,4.20319314992549,4.175240554070381
0.1,0,100,26,4.469464810240005,4.513721823436377
0.1,0,100,27,4.375194815788109,4.437719431281834
0.1,0,100,28,4.145471384708221,4.129961829548444
0.1,0,100,29,4.311427574768321,4.255592871400961
0.1,0,100,30,4.231607040688594,4.2082100729971845
0.1,0,100,31,4.464761740698694,4.40773754936802
0.1,0,100,32,4.353024389701235,4.333541176180023
0.1,0,100,33,4.5895678520161995,4.755009340652208
0.1,0,100,34,4.447108203263361,4.428888895831725
0.1,0,100,35,4.447853989157302,4.583465353087048
0.1,0,100,36,4.393516605747044,4.503604525541039
0.1,0,100,37,3.9383804493583305,3.9425563833942823
0.1,0,100,38,4.1496182544729,4.202536435190039
0.1,0,100,39,3.988764991449655,3.9880019054416658
0.1,0,100,40,3.964112032486004,3.9240283283190722
0.1,0,100,41,3.872424177606624,3.829587127578598
0.1,0,100,42,3.775759617879682,3.71914003170408
0.1,0,100,43,4.191600714231982,4.151363241304329
0.1,0,100,44,3.7420081645519137,3.685438158424568
0.1,0,100,45,4.233008455200675,4.364909359813713
0.1,0,100,46,5.100210732361152,5.36687967288481
0.1,0,100,47,4.127119155368641,4.098197226626189
0.1,0,100,48,3.8704819251792895,3.7930676733951754
0.1,0,100,49,4.514309033519073,4.696880537049113
0.1,0,100,50,3.694647674608803,3.657698182813908
0.1,0,100,51,3.748106196367769,3.7127221309620055
0.1,0,100,52,3.8687986340188574,3.938727146256553
0.1,0,100,53,3.645209800899822,3.628196358328107
0.1,0,100,54,3.818397868034463,3.8095522211490755
0.1,0,100,55,4.759304607911379,5.047537731709895
0.1,0,100,56,3.8992274719679396,3.986164852089243
0.1,0,100,57,3.900654222877412,3.9646546774429456
0.1,0,100,58,3.8703674577143206,3.850635758688663
0.1,0,100,59,4.571553273393564,4.83001746742079
0.1,0,100,60,3.8780394101147277,3.834368162564932
0.1,0,100,61,3.538457431888742,3.503704505048582
0.1,0,100,62,3.710829207176642,3.6857641616111088
0.1,0,100,63,3.7867249453374217,3.858265244818166
0.1,0,100,64,3.79411302491561,3.779890459804007
0.1,0,100,65,4.275266318804268,4.438608521767457
0.1,0,100,66,3.807656234716224,3.8262085609122405
0.1,0,100,67,3.6720693116608123,3.688527396246071
0.1,0,100,68,3.5381572257079545,3.527981968013349
0.1,0,100,69,4.101407625129036,4.217017254044233
0.1,0,100,70,3.5116102886583285,3.534352678652609
0.1,0,100,71,3.717025543080823,3.7267000997458672
0.1,0,100,72,3.6423317318633774,3.689981929399083
0.1,0,100,73,4.07639278601587,4.178242611378065
0.1,0,100,74,3.5054578038514617,3.5377911919122402
0.1,0,100,75,3.4501950198200793,3.4795609563608765
0.1,0,100,76,3.8024754801154903,3.887844217543191
0.1,0,100,77,4.432488834106182,4.676994807447324
0.1,0,100,78,3.9440065896925836,4.06856166608553
0.1,0,100,79,3.783935909328228,3.8698280779953595
0.1,0,100,80,3.3982851539177,3.4169654752419354
0.1,0,100,81,4.340765662293601,4.523856135351639
0.1,0,100,82,3.3509213392152217,3.363483235462239
0.1,0,100,83,3.5135566616045986,3.476681834896001
0.1,0,100,84,3.4720915687701317,3.4899154085668744
0.1,0,100,85,4.035735852736289,4.187422686349512
0.1,0,100,86,4.000967915897653,4.071452869315094
0.1,0,100,87,3.5273619353512804,3.520548042289952
0.1,0,100,88,3.7967249870014625,3.842819462589849
0.1,0,100,89,3.6822907074900075,3.72390996420973
0.1,0,100,90,3.841429830873025,3.9118233068091732
0.1,0,100,91,3.4445404968153355,3.4470810401557372
0.1,0,100,92,3.3747951854367813,3.384567190318499
0.1,0,100,93,3.4020484480292237,3.4000461584269157
0.1,0,100,94,3.2776807361078157,3.2792003277600603
0.1,0,100,95,3.2871424508308276,3.310842731452809
0.1,0,100,96,3.488973344022071,3.5326214434899534
0.1,0,100,97,3.730499147562118,3.706412562715804
0.1,0,100,98,3.762418876550135,3.7898444511463305
0.1,0,100,99,3.4119338779094024,3.4354666891328307
0.1,0,100,100,3.948773652202894,4.059157116486885
0.1,0,100,101,3.7392785129412727,3.781642559761933
0.1,0,100,102,3.210089834419405,3.229193615579279
0.1,0,100,103,3.48471619587541,3.51792757665647
0.1,0,100,104,3.830223551252183,3.997113488054309
0.1,0,100,105,3.8859636006276967,4.100450768460793
0.1,0,100,106,3.397463132356078,3.476312634598486
0.1,0,100,107,3.432206044310773,3.45345712574449
0.1,0,100,108,3.2232705534120254,3.231954931581041
0.1,0,100,109,3.2979795380041854,3.306051275462528
0.1,0,100,110,3.353905257667422,3.4327983010472614
0.1,0,100,111,3.5719410639310736,3.60360725478887
0.1,0,100,112,3.3089424111189163,3.314082296604405
0.1,0,100,113,3.401156151129845,3.4337542898164597
0.1,0,100,114,3.3860300846559594,3.422310281503363
0.1,0,100,115,3.2721127286067433,3.272200178295974
0.1,0,100,116,3.328055041019462,3.352477248063738
0.1,0,100,117,3.127923648988097,3.1613232704150156
0.1,0,100,118,3.3208244681785253,3.367228192103093
0.1,0,100,119,3.1530935166985525,3.176196145013912
0.1,0,100,120,3.6050133825806108,3.665638085114803
0.1,0,100,121,3.1630684612789848,3.187345967562845
0.1,0,100,122,3.3023647402136116,3.339331404848091
0.1,0,100,123,3.2761780927242006,3.3024773618028505
0.1,0,100,124,3.6083629049905808,3.7025846320134197
0.1,0,100,125,3.216625265793151,3.2548544706891778
0.1,0,100,126,3.1940471030823385,3.213197986516659
0.1,0,100,127,4.116010449698061,4.345264990033267
0.1,0,100,128,3.113804242119554,3.1788909835235657
0.1,0,100,129,3.369929646620065,3.478132418637786
0.1,0,100,130,3.3998269366344216,3.5247933371308897
0.1,0,100,131,3.4532731766713045,3.5776598704708658
0.1,0,100,132,3.215609647951955,3.2621898395043476
0.1,0,100,133,3.3764110749521787,3.496997410108968
0.1,0,100,134,3.344967334342945,3.365573841494936
0.1,0,100,135,3.0813162775330314,3.1079987530403876
0.1,0,100,136,3.162600776920065,3.2118131674628216
0.1,0,100,137,3.3150541620660845,3.4217653614300665
0.1,0,100,138,3.257399446250225,3.339284724895238
0.1,0,100,139,3.5933790227179383,3.62665205766964
0.1,0,100,140,3.109642697578254,3.137945340471499
0.1,0,100,141,3.1307855198282613,3.149670370091467
0.1,0,100,142,3.148780800308482,3.180593001381977
0.1,0,100,143,3.1026661967853073,3.118911394971855
0.1,0,100,144,3.320608108652989,3.3364809913120475
0.1,0,100,145,3.297914855350972,3.4133395054855336
0.1,0,100,146,3.3227470361154268,3.4396147419597707
0.1,0,100,147,3.3415379407055483,3.353767105969162
0.1,0,100,148,3.3413003733406668,3.3677733947897655
0.1,0,100,149,3.3540030641256973,3.406479753555003
0.1,0,100,150,3.0612953937637815,3.0786066148375206
0.1,0,100,151,3.2479117595237557,3.289423808044515
0.1,0,100,152,3.1489755552938514,3.1712115752799974
0.1,0,100,153,3.0110582178458234,3.034673620906459
0.1,0,100,154,3.5147761174600087,3.5911340225823314
0.1,0,100,155,3.0449229321539004,3.0748569609805987
0.1,0,100,156,3.108176911176311,3.1623916188574945
0.1,0,100,157,3.1483034742226534,3.220910774851318
0.1,0,100,158,3.17221330884008,3.284526329662306
0.1,0,100,159,3.3319663954902596,3.431422210925275
0.1,0,100,160,2.9617516451118036,3.0075565615348387
0.1,0,100,161,3.4958163910873203,3.5577686785642775
0.1,0,100,162,3.010875515818445,3.054108078000653
0.1,0,100,163,3.230917383036572,3.351295450969571
0.1,0,100,164,3.432242011190142,3.562976116398108
0.1,0,100,165,3.097894958589962,3.178118128212854
0.1,0,100,166,3.055391286811124,3.0704923258080976
0.1,0,100,167,3.653746893832041,3.867950283318094
0.1,0,100,168,3.3251217348318933,3.469182467019927
0.1,0,100,169,3.093615354185938,3.104833665329369
0.1,0,100,170,3.0688804619067285,3.092811593019648
0.1,0,100,171,3.3839237504375137,3.436288434300794
0.1,0,100,172,3.25531844064465,3.2917459681807437
0.1,0,100,173,3.4303594982731824,3.515211760663438
0.1,0,100,174,2.99164804412198,3.0340990186858865
0.1,0,100,175,3.050678078951405,3.0881475147356316
0.1,0,100,176,3.5529690556055833,3.7490273368450047
0.1,0,100,177,3.610434841739831,3.7785200463981163
0.1,0,100,178,3.0077594209603404,3.0330532785069253
0.1,0,100,179,3.1744568166320857,3.2101070906182834
0.1,0,100,180,3.0551815306108256,3.0916303882908647
0.1,0,100,181,3.2326341219620094,3.2915789960803044
0.1,0,100,182,3.1608795739409294,3.207873949520959
0.1,0,100,183,2.9032453046248055,2.9438667909335035
0.1,0,100,184,3.1675651379633867,3.2363128560689707
0.1,0,100,185,2.972853928756267,3.011257372103961
0.1,0,100,186,3.185859728005695,3.2370364215647784
0.1,0,100,187,2.9253404449921385,2.9658864617194167
0.1,0,100,188,2.942363816400362,2.9761571866732455
0.1,0,100,189,3.103737041740442,3.1564767485131897
0.1,0,100,190,3.1634636445010345,3.278843010853591
0.1,0,100,191,3.0745303939378554,3.1018299549597814
