learning rate,momentum,batch size,epoch,train error,test error
0.1,0.5,100,0,6.618132232817665,6.55705166077199
0.1,0.5,100,1,5.795355317838445,5.745024703758687
0.1,0.5,100,2,6.062232780680323,6.142494142087305
0.1,0.5,100,3,5.56051978011406,5.531141236072993
0.1,0.5,100,4,5.41763532688712,5.41978039928294
0.1,0.5,100,5,5.5021946622302735,5.565581313670133
0.1,0.5,100,6,5.250995409096009,5.230957258492823
0.1,0.5,100,7,5.12285397767543,5.146481300621646
0.1,0.5,100,8,5.270126387353558,5.306529302008147
0.1,0.5,100,9,4.836515060377336,4.853462545190501
0.1,0.5,100,10,4.817958027196187,4.829019178942582
0.1,0.5,100,11,4.838551750488846,4.866795915782085
0.1,0.5,100,12,4.573514220933722,4.550349286956212
0.1,0.5,100,13,4.788516709783619,4.8512207486645424
0.1,0.5,100,14,4.4907742539441875,4.444372557265585
0.1,0.5,100,15,4.551358432964438,4.549516787973329
0.1,0.5,100,16,4.536063766591907,4.563774497068291
0.1,0.5,100,17,4.8155802569189925,4.776807718020648
0.1,0.5,100,18,4.356326764913671,4.313262699144059
0.1,0.5,100,19,4.894689949143563,5.089389539646276
0.1,0.5,100,20,4.816871153268109,4.953527534352646
0.1,0.5,100,21,4.4941491991966585,4.441668857491715
0.1,0.5,100,22,4.691659287373615,4.780641518373218
0.1,0.5,100,23,4.39103545970601,4.4160350346225155
0.1,0.5,100,24,4.332843412587,4.2511637400170015
0.1,0.5,100,25,4.550889932340585,4.503736640593606
0.1,0.5,100,26,4.5986441471528305,4.727212979516742
0.1,0.5,100,27,4.420997205202879,4.34836746203239
0.1,0.5,100,28,4.311125048667547,4.40190661655077
0.1,0.5,100,29,4.147754101755686,4.176479086468998
0.1,0.5,100,30,4.222338751668947,4.293257030864558
0.1,0.5,100,31,4.039470513352815,4.062399478931159
0.1,0.5,100,32,4.279999022347621,4.222070418256638
0.1,0.5,100,33,4.119662539778118,4.138073141718217
0.1,0.5,100,34,4.202026627772227,4.284588624205313
0.1,0.5,100,35,4.447719605884689,4.556387355044462
0.1,0.5,100,36,4.402953806768575,4.470235417928999
0.1,0.5,100,37,4.179957206305554,4.25018449472088
0.1,0.5,100,38,3.858650208957871,3.84691467952292
0.1,0.5,100,39,3.9558225222937837,3.8822300400665757
0.1,0.5,100,40,3.9097476692373982,3.97879979602657
0.1,0.5,100,41,3.8153368056128873,3.7993398990427045
0.1,0.5,100,42,4.474495068103519,4.613964755718986
0.1,0.5,100,43,4.050805906822848,4.058496482468394
0.1,0.5,100,44,4.147977159078264,4.214840636441781
0.1,0.5,100,45,3.769300342729012,3.7133741202016006
0.1,0.5,100,46,4.69381091548771,4.786297744537004
0.1,0.5,100,47,3.9693839383473684,4.020002756599026
0.1,0.5,100,48,4.0766881345560195,4.013613879699293
0.1,0.5,100,49,3.729101135935935,3.7082220582334537
0.1,0.5,100,50,3.6059674292010095,3.5730660029107515
0.1,0.5,100,51,4.603828318879879,4.73106113234827
0.1,0.5,100,52,3.6132905011384238,3.602230472334562
0.1,0.5,100,53,3.659494287170337,3.684541545372688
0.1,0.5,100,54,4.461382484634147,4.480814653898257
0.1,0.5,100,55,3.776295478504868,3.8410568099732836
0.1,0.5,100,56,3.605689311965819,3.631545480135892
0.1,0.5,100,57,3.7828647576255103,3.8205861413424844
0.1,0.5,100,58,4.662646744965611,4.932103404369883
0.1,0.5,100,59,3.5065510418410684,3.4747593369732734
0.1,0.5,100,60,3.7727917244035543,3.827561901756784
0.1,0.5,100,61,3.78742395903043,3.764166948009727
0.1,0.5,100,62,4.280157745097815,4.449755769766399
0.1,0.5,100,63,3.6869426246739216,3.6874583720402723
0.1,0.5,100,64,3.7019227607925718,3.6711591410207394
0.1,0.5,100,65,3.6364639858001016,3.6721952002250102
0.1,0.5,100,66,3.7265676904275886,3.698664112618639
0.1,0.5,100,67,3.4798302205996254,3.480167748285451
0.1,0.5,100,68,3.5471172946945715,3.5158243863583967
0.1,0.5,100,69,5.947424084600421,5.995523494477538
0.1,0.5,100,70,3.4974150667119086,3.515095790421648
0.1,0.5,100,71,3.553688727254269,3.5430281781663453
0.1,0.5,100,72,3.351221263934309,3.341147904728691
0.1,0.5,100,73,3.436293268941772,3.4239774328170007
0.1,0.5,100,74,4.002377562793491,4.01425671635695
0.1,0.5,100,75,3.4889105567889858,3.4791439164402354
0.1,0.5,100,76,3.953512723182249,4.031017528230499
0.1,0.5,100,77,3.4405068193308277,3.4476607769057215
0.1,0.5,100,78,3.41491957935255,3.392067062344968
0.1,0.5,100,79,3.48330563622648,3.470367360036608
0.1,0.5,100,80,3.911663639755497,4.037643761088553
0.1,0.5,100,81,3.3068860894832044,3.3070745899587037
0.1,0.5,100,82,3.310906254509531,3.298805294962179
0.1,0.5,100,83,3.790294976383091,3.7817693324927615
0.1,0.5,100,84,3.281078748684292,3.2698914549274796
0.1,0.5,100,85,3.308646086554851,3.2883687653681326
0.1,0.5,100,86,3.3432175551595327,3.3589320507586997
0.1,0.5,100,87,3.2877046805952364,3.266711948903472
0.1,0.5,100,88,3.427306346615516,3.455740782639851
0.1,0.5,100,89,3.5478550465285705,3.60580041527569
0.1,0.5,100,90,3.2685470790752453,3.241265559032562
0.1,0.5,100,91,3.2021706189576293,3.183885488498412
0.1,0.5,100,92,3.517390083315374,3.5091949819429304
0.1,0.5,100,93,3.2079957552973077,3.189735161362656
0.1,0.5,100,94,3.248273353820541,3.2365460410758304
0.1,0.5,100,95,3.2984458690519785,3.3241500585016786
0.1,0.5,100,96,3.7000678019109956,3.7041509422497203
0.1,0.5,100,97,3.2684445309847256,3.2768213773107764
0.1,0.5,100,98,3.943078457313729,4.052393511205858
0.1,0.5,100,99,3.3376894049457575,3.341576043087962
0.1,0.5,100,100,3.5158319072741473,3.5983794069475223
0.1,0.5,100,101,3.2927908158257146,3.307730969104807
0.1,0.5,100,102,3.5137039028705095,3.581273974357583
0.1,0.5,100,103,3.1863106985593435,3.1743919167722487
0.1,0.5,100,104,3.3868898146573088,3.4156830442643193
0.1,0.5,100,105,3.486919814268494,3.540542557726319
0.1,0.5,100,106,3.222625723595733,3.246409479144957
0.1,0.5,100,107,3.696712097588575,3.7972517507383627
0.1,0.5,100,108,3.089987679395075,3.0845088352740695
0.1,0.5,100,109,3.2052546886346023,3.194643805177992
0.1,0.5,100,110,3.2721771088512157,3.3022227137676583
0.1,0.5,100,111,3.346661041350622,3.3377877240602225
0.1,0.5,100,112,3.23526033140962,3.248430651653614
0.1,0.5,100,113,3.4369131387279164,3.455511202347856
0.1,0.5,100,114,3.1191833682178185,3.1215147589340777
0.1,0.5,100,115,3.1673925580381064,3.1613314373438293
0.1,0.5,100,116,3.318571555592052,3.307787918678251
0.1,0.5,100,117,3.240224868159523,3.2459316022476457
0.1,0.5,100,118,3.325775574110258,3.332451713390796
0.1,0.5,100,119,3.1701171701383752,3.17268298164081
0.1,0.5,100,120,3.5842485354627565,3.6060830756883178
0.1,0.5,100,121,3.1310212848231607,3.140874297064655
0.1,0.5,100,122,4.279278680562703,4.38877649620303
0.1,0.5,100,123,3.1512353283177803,3.1470474614109887
0.1,0.5,100,124,3.5073163845850024,3.591550689672246
0.1,0.5,100,125,3.052897651049286,3.0412132245083843
0.1,0.5,100,126,3.324798920131583,3.354367137783847
0.1,0.5,100,127,3.121713525122798,3.1388995121855445
0.1,0.5,100,128,3.35895563751312,3.410699847739976
0.1,0.5,100,129,3.192902133512074,3.2036020632378057
0.1,0.5,100,130,3.065515084193019,3.072640818481145
0.1,0.5,100,131,3.6985565448915247,3.7745464416616192
0.1,0.5,100,132,3.0943783001314866,3.092172444684237
0.1,0.5,100,133,3.4719994796828333,3.532916562928407
0.1,0.5,100,134,3.040705827303486,3.0401376438973418
0.1,0.5,100,135,3.275044750432426,3.2692435805877147
0.1,0.5,100,136,3.226403450800085,3.24897767492199
