epoch,train,test
0,10.652244591129119,10.647369315591904
1,8.84043716205603,8.85070706006827
2,11.016975408879157,11.079623200664633
3,13.93810494977303,14.02302072419482
4,14.731336945558184,14.820147944414181
5,15.098530575851502,15.184585650240292
6,14.904858371151773,14.988624421961843
7,14.953446704071263,15.035652850163686
8,14.852181063807286,14.934305843077446
9,14.881121008734153,14.963537263175498
